201103	WeakeningEffect	True	False	Lockdown Blow	Decreases Movement Speed by $value or more.	Icon_Skills.shockblow_Tex
201104	WeakeningEffect	True	False	Lockdown Blow	Decreases Movement Speed by $value or more.	Icon_Skills.shockblow_Tex
201200	WeakeningEffect	True	False	Menacing Wave	Decreases Movement Speed and Attack Speed by $value.	Icon_Skills.menacewave_Tex
201300	Buff	True	False	Iron Will I	Absorbs up to $H_W_GOOD$value$COLOR_END damage.$BRCosts 1 MP per 20 damage absorbed. Ends when maximum damage is reached or you run out of MP.	Icon_Skills.armoredwill_Tex
201301	Buff	True	False	Iron Will II	Absorbs up to $H_W_GOOD$value$COLOR_END damage.$BRCosts 1 MP per 33 damage absorbed. Ends when maximum damage is reached or you run out of MP.	Icon_Skills.armoredwill_Tex
201302	Buff	True	False	Iron Will III	Absorbs up to $H_W_GOOD$value$COLOR_END damage.$BRCosts 1 MP per 50 damage absorbed. Ends when maximum damage is reached or you run out of MP.	Icon_Skills.armoredwill_Tex
201303	Buff	True	False	Iron Will IV	Absorbs up to $H_W_GOOD$value$COLOR_END damage.$BRCosts 1 MP per 50 damage absorbed. Ends when maximum damage is reached or you run out of MP.	Icon_Skills.armoredwill_Tex
201304	Buff	True	False	Iron Will V	Absorbs up to $H_W_GOOD$value$COLOR_END damage.$BRCosts 1 MP per 100 damage absorbed. Ends when maximum damage is reached or you run out of MP.	Icon_Skills.armoredwill_Tex
201305	Buff	True	False	Iron Will VI	Absorbs up to $H_W_GOOD$value$COLOR_END damage.$BRCosts 1 MP per 100 damage absorbed. Ends when maximum damage is reached or you run out of MP.	Icon_Skills.armoredwill_Tex
201400	Stun	True	False	Chained Leash	Stuns you and immobilizes you.	Icon_Skills.Harpoonshot_Tex
201401	Stun	True	False	Chained Leash	Stuns you and immobilizes you.	Icon_Skills.Harpoonshot_Tex
201500	Buff	True	False	Combo Attack	Increases Shield Barrage speed after 8 successful hits with Combo Attack.	Icon_Skills.comboattack_Tex
201550	Buff	True	False	Combo Attack	Increases Shield Barrage speed on next attack.	Icon_Skills.comboattack_Tex
201600	Buff	True	False	Rallying Cry	You and others around you are immune to knockdown and stagger.	Icon_Skills.HoldtheLine_Tex
201700	Buff	False	False	Line Held I	Invisible abnormality.	Icon_Skills.defence_Tex
201701	Buff	True	False	Line Held I	Increases aggro by $H_W_GOOD4%$COLOR_END, Power by $H_W_GOOD4$COLOR_END, and Crit Factor by $H_W_GOOD6$COLOR_END. Stacks up to 10 times and is removed when you are knocked down.	Icon_Skills.defence_Tex
201702	Buff	True	False	Unwavering	You are immune to push-back from monsters, except for certain special attacks.	Icon_Skills.Roar_Tex
300100	Buff	True	False	Triumphant Shout I	Prevents MP decay.	Icon_Skills.shout_Tex
300101	Buff	True	False	Triumphant Shout II	Prevents MP decay.	Icon_Skills.shout_Tex
300200	Stun	True	False	Backstabbed	Cannot move. Knockdown cancels the effect.	Icon_Skills.turnaroundattack_Tex
300201	Stun	True	False	Backstabbed	Cannot move. Knockdown cancels the effect.	Icon_Skills.turnaroundattack_Tex
300300	Buff	True	False	Overpower I	Your next attack does $H_W_GOOD$value$COLOR_END more damage.	Icon_Skills.gatheringstrength_Tex
300301	Buff	True	False	Overpower II	Your next attack does $H_W_GOOD$value$COLOR_END more damage.	Icon_Skills.gatheringstrength_Tex
300400	Stun	True	False	Startling Kick	Stunned. Cannot move.	Icon_Skills.retreatingkick_Tex
300500	Buff	True	False	Headlong Rush I	Your next attack is $H_W_GOOD$value$COLOR_END faster.	Icon_Skills.advancingleap_Tex
300501	Buff	True	False	Headlong Rush II	Your next attack is $H_W_GOOD$value$COLOR_END faster.	Icon_Skills.advancingleap_Tex
300502	Buff	True	False	Headlong Rush III	Your next attack is $H_W_GOOD$value$COLOR_END faster.	Icon_Skills.advancingleap_Tex
300503	Buff	True	False	Headlong Rush IV	Your next attack is $H_W_GOOD$value$COLOR_END faster.	Icon_Skills.advancingleap_Tex
300600	Buff	True	False	Dash I	Increases Movement Speed by $H_W_GOOD$value$COLOR_END.	Icon_Skills.dash_Tex
300601	Buff	True	False	Dash II	Increases Movement Speed by $H_W_GOOD$value$COLOR_END.	Icon_Skills.dash_Tex
300602	Buff	True	False	Dash III	Increases Movement Speed by $H_W_GOOD$value$COLOR_END.	Icon_Skills.dash_Tex
300700	Stun	True	False	Stunning Backhand	Stunned. Cannot move.	Icon_Skills.flatblade_Tex
300800	Buff	True	False	In Cold Blood I	Increases Power by $value. Increases Attack Speed by $value2.	Icon_Skills.destructionvigor_Tex
300801	Buff	True	False	In Cold Blood II	Increases Power by $value. Increases Attack Speed by $value2. Ultimate Overhand Strike activated.	Icon_Skills.destructionvigor_Tex
300802	Buff	False	False	Reset Ultimate Overhand Strike	Resets Ultimate Overhand Strike	Icon_Skills.destructionvigor_Tex
300900	WeakeningEffect	True	False	Exhausting Blow I	Increases all skill cooldowns by $value.	Icon_Skills.VeinSlash_Tex
300901	WeakeningEffect	True	False	Exhausting Blow II	Increases all skill cooldowns by $value.	Icon_Skills.VeinSlash_Tex
300902	WeakeningEffect	True	False	Exhausting Blow III	Increases all skill cooldowns by $value.	Icon_Skills.VeinSlash_Tex
301000	WeakeningEffect	True	False	Measured Slice	Kills you as soon as debuff ends.	Icon_Skills.Cuthead_Tex
301001	WeakeningEffect	True	False	Measured Slice	Kills you as soon as debuff ends.	Icon_Skills.Cuthead_Tex
301002	WeakeningEffect	True	False	Measured Slice	Reduces HP by $H_W_BAD$value$COLOR_END when debuff ends.	Icon_Skills.Cuthead_Tex
301020	WeakeningEffect	True	False	Measured Slice	Reduces HP by $H_W_BAD$value$COLOR_END when debuff ends.	Icon_Skills.Cuthead_Tex
301030	WeakeningEffect	True	False	Fury Strike	Decreases the effect of healing skills on you by $H_W_BAD$value$COLOR_END.	Icon_Skills.ragingstrike_Tex
301040	Buff	True	False	Tenacity	Significantly increases resistance to stun.	Icon_Skills.tenacity_Tex
301100	Buff	True	False	Combo Attack	Increases Whirlwind speed after 4 successful hits with Combo attack.	Icon_Skills.comboattack_Tex
301150	Buff	True	False	Combo Attack	Increases Whirlwind speed on next attack.	Icon_Skills.comboattack_Tex
301200	Buff	True	False	Evasive Rolls	You can use Evasive Roll one more time within $time.	Icon_Skills.tumbling_Tex
400100	Buff	True	False	Fiery Rage I	Increases Power by $H_W_GOOD$value$COLOR_END and increases Crit Factor by $H_W_GOOD$value3$COLOR_END. But decreases Endurance by $H_W_BAD$value2$COLOR_END.	Icon_Skills.berserk_Tex
400101	Buff	True	False	Fiery Rage II	Increases Power by $H_W_GOOD$value$COLOR_END and increases Crit Factor by $H_W_GOOD$value3$COLOR_END. But decreases Endurance by $H_W_BAD$value2$COLOR_END.	Icon_Skills.berserk_Tex
400102	Buff	True	False	Fiery Rage III	Increases Power by $H_W_GOOD$value$COLOR_END and increases Crit Factor by $H_W_GOOD$value3$COLOR_END. But decreases Endurance by $H_W_BAD$value2$COLOR_END.	Icon_Skills.berserk_Tex
400103	Buff	True	False	Fiery Rage IV	Increases Power by $H_W_GOOD$value$COLOR_END and increases Crit Factor by $H_W_GOOD$value3$COLOR_END. But decreases Endurance by $H_W_BAD$value2$COLOR_END.	Icon_Skills.berserk_Tex
400104	Buff	True	False	Fiery Rage IV	Increases Power by $H_W_GOOD$value$COLOR_END and increases Crit Factor by $H_W_GOOD$value3$COLOR_END. But decreases Endurance by $H_W_BAD$value2$COLOR_END.	Icon_Skills.berserk_Tex
400105	Buff	True	False	Fiery Rage VI	Increases Power by $H_W_GOOD$value$COLOR_END and increases Crit Factor by $H_W_GOOD$value3$COLOR_END. But decreases Endurance by $H_W_BAD$value2$COLOR_END.	Icon_Skills.berserk_Tex
400200	Stun	True	False	Staggered	Stunned and disoriented.	Icon_Skills.turnback_Tex
400201	Stun	True	False	Stun I	Got stunned from a powerful blow.	Icon_Skills.turnback_Tex
400300	Buff	True	False	Dash I	Increases Movement Speed by $H_W_GOOD$value$COLOR_END.	Icon_Skills.dash_Tex
400301	Buff	True	False	Dash II	Increases Movement Speed by $H_W_GOOD$value$COLOR_END.	Icon_Skills.dash_Tex
400302	Buff	True	False	Dash III	Increases Movement Speed by $H_W_GOOD$value$COLOR_END.	Icon_Skills.dash_Tex
400303	Buff	True	False	Dash_Rage III	Movement Speed increases by $H_W_GOOD$value$COLOR_END.	Icon_Skills.dash_Tex
400400	Buff	True	False	Triumphant Shout I	Prevents MP decay.	Icon_Skills.shout_Tex
400401	Buff	True	False	Triumphant Shout II	Prevents MP decay.	Icon_Skills.shout_Tex
400500	Buff	True	False	Flurry of Blows I	Increases Attack Speed and charging speed by $H_W_GOOD$value$COLOR_END.	Icon_Skills.gatheringrage_Tex
400501	Buff	True	False	Flurry of Blows II	Increases Attack Speed and charging speed by $H_W_GOOD$value$COLOR_END.	Icon_Skills.gatheringrage_Tex
400508	Buff	True	False	Flurry of Blows II	Increases Attack Speed and charging speed by $H_W_GOOD$value$COLOR_END.	Icon_Skills.gatheringrage_Tex
400509	Buff	True	False	Silent Rage	Flurry of Blows II will not activate even if Fiery Rage is used.	Icon_Skills.Relax_Tex
400600	Stun	True	False	Fearsome Shout	Panicked! Fleeing! Knockdown cancels the effect. In PvP, Fear effect ends if attacked.	Icon_Skills.piercingshout_Tex
400601	Stun	True	False	Fearsome Shout	Panicked! Fleeing! Knockdown cancels the effect. In PvP, Fear effect ends if attacked..	Icon_Skills.piercingshout_Tex
400602	Stun	True	False	Fearsome Shout	Panicked! Fleeing! Knockdown cancels the effect. In PvP, Fear effect ends if attacked.	Icon_Skills.piercingshout_Tex
400603	Stun	True	False	Fearsome Shout IV	Panicked! Fleeing! Knockdown cancels the effect. In PvP, Fear effect ends if attacked.	Icon_Skills.piercingshout_Tex
400604	Stun	True	False	Fearsome Shout V	Panicked! Fleeing! Knockdown cancels the effect. In PvP, Fear effect ends if attacked.	Icon_Skills.piercingshout_Tex
400620	Stun	True	False	Fearsome Shout	Panicked! Fleeing! Knockdown cancels the effect. In PvP, Fear effect ends if attacked.	Icon_Skills.piercingshout_Tex
400621	Stun	True	False	Fearsome Shout	Panicked! Fleeing! Knockdown cancels the effect. In PvP, Fear effect ends if attacked.	Icon_Skills.piercingshout_Tex
400622	Stun	True	False	Fearsome Shout	Panicked! Fleeing! Knockdown cancels the effect. In PvP, Fear effect ends if attacked.	Icon_Skills.piercingshout_Tex
400623	Stun	True	False	Fearsome Shout IV	Panicked! Fleeing! Knockdown cancels the effectn. In PvP, Fear effect ends if attacked.	Icon_Skills.piercingshout_Tex
400624	Stun	True	False	Fearsome Shout V	Panicked! Fleeing! Knockdown cancels the effect. In PvP, Fear effect ends if attacked.	Icon_Skills.piercingshout_Tex
400700	Buff	True	False	Bloodlust I	Increases Power by $value. $BRIncreases Balance Factor and Impact Factor by $value3.$BRIncreases damage to monsters by $value2$COLOR_END.	Icon_Skills.fury_Tex
400701	Buff	True	False	Bloodlust II	Increases Power by $value. $BRIncreases Balance Factor and Impact Factor by $value3.$BRIncreases damage to monsters by $value2$COLOR_END.	Icon_Skills.fury_Tex
400710	Buff	False	False	Flurry of Blows I	Increases Attack Speed and charging speed by $H_W_GOOD$value$COLOR_END.	Icon_Skills.gatheringrage_Tex
400711	Buff	False	False	Flurry of Blows II	Increases Attack Speed and charging speed by $H_W_GOOD$value$COLOR_END.	Icon_Skills.gatheringrage_Tex
400800	Stun	True	False	Inescapable Doom I	Decreases Movement Speed by $value.$BRPlayers cannot use evasive or movement skills.	Icon_Skills.murderousvent_Tex
400801	Stun	True	False	Inescapable Doom II	Decreases Movement Speed by $value.$BRPlayers cannot use evasive or movement skills.	Icon_Skills.murderousvent_Tex
400900	Buff	True	False	Evasive Smash	Use Evasive Smash again to activate the rib-crushing uppercut.	Icon_Skills.Ribbreaker_Tex
401000	Buff	True	False	Mocking Shout I	Immune to knockdown and stagger. Greatly increases resistance to weakening effects.	Icon_Skills.shockingshout_Tex
401001	Buff	True	False	Mocking Shout II	Immune to knockdown and stagger. Greatly increases resistance to weakening effects.	Icon_Skills.shockingshout_Tex
401002	Buff	True	False	Mocking Shout III	Immune to knockdown and stagger. Greatly increases resistance to weakening effects.	Icon_Skills.shockingshout_Tex
401100	Buff	True	False	Combo Attack	Reduces charging times after 4 successful hits with Combo Attack.	Icon_Skills.comboattack_Tex
401150	Buff	True	False	Combo Attack	Reduces charging time of next charging attack.	Icon_Skills.comboattack_Tex
401200	Buff	True	False	Tenacity	Significantly increases resistance to stun.	Icon_Skills.tenacity_Tex
401300	Buff	True	False	Unbreakable	HP won't drop below 1. Damage exceeding maximum HP in one strike will still kill.	Icon_Skills.selfbuff_Tex
401400	Buff	True	True	Intimidation	Gains aggro from monsters within 8m. Increases aggro generated from attack skills by $H_W_GOOD$value2$COLOR_END. You are immune to push-back from monsters, save for certain special attacks.	Icon_Skills.Toughspirit_Tex
401401	DamageOverTime	False	False	Expanded Rage	Detects the rage of the berserker and increases aggro every second.	Icon_Skills.criticalupaura_Tex
401402	Buff	False	False	Berserker_Abnormality Not Supposed To Be Shown_Counter Strike Available	Abnormality Tooltip Not Supposed To Be Shown (isShow=False) If this Tooltip is Shown Register it as BTS	
401403	Buff	False	True	Berserker_Abnormality Not Supposed To Be Shown_Counter Strike Available2	Abnormality Tooltip Not Supposed To Be Shown (isShow=False) If this Tooltip is Shown Register it as BTS	Icon_Skills.ironwillB_Tex
401404	Buff	False	False	Berserker_Abnormality Not Supposed To Be Shown_Counter Strike Available3	Abnormality Tooltip Not Supposed To Be Shown (isShow=False) If this Tooltip is Shown Register it as BTS	Icon_Skills.ComboAttack2_Tex
401410	Buff	False	False	Berserker_When Used Backdraft_Skill Related Effect	Berserker_When Used Backdraft_Skill Related Effect	Icon_Skills.criticalupaura_Tex
401411	Buff	False	True	Berserker_Abnormality Not Supposed to be Shown_Fiery Rage Cooldown decreased	Berserker_Abnormality Not Supposed to be Shown_Fiery Rage Cooldown decreased	
401412	Buff	False	True	Berserker_Abnormality Not Supposed to be Shown_Raze Cooldown decreased	Berserker_Abnormality Not Supposed to be Shown_Raze Cooldown decreased	
401413	Buff	False	True	Berserker_Abnormality Not Supposed to be Shown_Evasive Roll Available for use	Berserker_Abnormality Not Supposed to be Shown_Evasive Roll Available for use	
401415	Buff	False	True	Berserker_Abnormality Not Supposed to be Shown_Counter Strike Available for use	Berserker_Abnormality Not Supposed to be Shown_Counter Strike Available for use	
401416	Buff	False	True	Berserker_Abnormality Not Supposed to be Shown_Flatten Cooldown decreased	Berserker_Abnormality Not Supposed to be Shown_Flatten Cooldown decreased	
401417	Buff	False	True	Berserker_Abnormality Not Supposed to be Shown_Upper Cut Available for use	Berserker_Abnormality Not Supposed to be Shown_Upper Cut Available for use	
401419	Buff	False	True	Berserker_Abnormality Not Supposed to be Shown_Unchained Anger Cooldown Increased	Berserker_Abnormality Not Supposed to be Shown_Unchained Anger Cooldown Increased	
401420	Buff	False	False	Berserker_When Used Backdraft_Unable Skill Effect	Berserker_When Used Backdraft_Unable Skill Effect	Icon_Skills.criticalupaura_Tex
401421	Buff	False	True	Berserker_Abnormality Not Supposed to be Shown_Cyclone Unavailable for use	Berserker_Abnormality Not Supposed to be Shown_Cyclone Unavailable for use	
401422	Buff	False	True			
401423	Buff	False	True	Berserker_Abnormality Not Supposed to be Shown_Cyclone Unavailable for use	Berserker_Abnormality Not Supposed to be Shown_Cyclone Unavailable for use	
401424	Buff	False	True	Berserker_Abnormality Not Supposed to be Shown_Cyclone Unavailable for use	Berserker_Abnormality Not Supposed to be Shown_Cyclone Unavailable for use	
401498	Buff	False	False	Berserker_Abnormality Not Supposed to be Shown_When Evasive Smash is used, reset Evasive Roll cooldown	Abnormality Tooltip Not Supposed To Be Shown (isShow=False) If this Tooltip is Shown Register it as BTS	Icon_Status.DarkWater_Tex
401499	Buff	False	False	Berserker_Abnormality Not Supposed to be Shown_When Evasive Roll is used, reset Evasive Smash cooldown	Abnormality Tooltip Not Supposed To Be Shown (isShow=False) If this Tooltip is Shown Register it as BTS	Icon_Status.DarkWater_Tex
401500	WeakeningEffect	True	False	Punishing Strike	Decreases Endurance by $H_W_BAD$value$COLOR_END. Can be stacked up to 2 times.	Icon_Skills.UpperSlashCombo_Tex
401600	WeakeningEffect	False	False			
401601	Buff	False	False			
401602	Buff	False	False			
425001	Buff	False	True	Prime Target	Gains aggro from monsters within 8m. Increases aggro generated from attack skills by $H_W_GOOD$value2$COLOR_END.	Icon_Skills.Toughspirit_Tex
429001	Buff	True	False	Perfect Parry	Kornus's defense increases by $H_W_GOOD$value$COLOR_END. Can be stacked up to 10 times.	Icon_Status.plusedefence_Tex
429002	WeakeningEffect	True	False	Weapon Melt	Decreases the damage absorption of your weapon by $H_W_BAD$value$COLOR_END. Can be stacked multiple times.	Icon_Items.q_BrokenSword_Tex
429003	WeakeningEffect	True	False	The Target of Kornus	Kornus has targeted you!	Icon_Skills.Markingofarcher_Tex
429004	WeakeningEffect	True	False	Kaprima's Target	Kaprima has targeted you!	Icon_Skills.Markingofarcher_Tex
429005	Buff	True	False	Kaprima's Chain	You are unable to move!	Icon_Status.PositionSwap_Tex
429006	WeakeningEffect	True	False	Viper Venom	Reduces HP by 5% of maximum per second for 10 seconds.	Icon_Status.poisonup_Tex
429007	DamageOverTime	True	False	Bleeding	The impact of the drill weakens your power and drains your HP.	Icon_Status.BloodUanty_Tex
429008	WeakeningEffect	True	False	Decreased Defense	The priest's curse decreases your Endurance!	Icon_Status.minushp_Tex
429009	WeakeningEffect	True	False	Danger Zone!	Your Power, Endurance, and HP continually drop.	Icon_Status.BloodUanty_Tex
429010	DamageOverTime	True	False	Cold Snap	The blizzard decreases your Attack Power.	Icon_Skills.icicle_Tex
429011	DamageOverTime	True	False	Curse of Kaprima	Kaprima's Pentagram Curse engulfs your body in flame, continuously reducing HP. Damage from Kaprima increases 1.3 times!	Icon_Status.Curse_Tex
429012	DamageOverTime	False	True	If shown BTS!	Not Supposed to be shown~	Icon_Status.BloodUanty_Tex
429013	Buff	True	True	Empty_Innate Abnormality 	Abnormality Tooltip Not Supposed To Be Shown (isShow=False) If this Tooltip is Shown Register it as BTS	Icon_Status.BloodUanty_Tex
429014	Buff	True	True	Kornus's Disappearance	Kornus has disappeared.	Icon_Status.CallDimension_Tex
429015	Buff	False	True	Empty_Innate Abnormality 	Abnormality Tooltip Not Supposed To Be Shown (isShow=False) If this Tooltip is Shown Register it as BTS	Icon_Status.BloodUanty_Tex
429016	WeakeningEffect	True	True	Summoning	Summoning Pyrvathas! 	Icon_Skills.fury_Tex
429017	WeakeningEffect	False	False	Drill Makes Me Ill	Abnormality Tooltip Not Supposed To Be Shown (isShow=False) If this Tooltip is Shown Register it as BTS	Icon_Skills.Markingofarcher_Tex
429018	WeakeningEffect	False	False	Got Boo Boo From 360 Degrees Swing	Abnormality Tooltip Not Supposed To Be Shown (isShow=False) If this Tooltip is Shown Register it as BTS	Icon_Skills.Markingofarcher_Tex
429019	WeakeningEffect	True	False	Kaprima's Target	Kaprima has targeted you!	Icon_Skills.Markingofarcher_Tex
429020	DamageOverTime	True	False	Bleeding	Sliced by Kaprima's scythe, your HP continuously drops.	Icon_Status.BloodUanty_Tex
429021	WeakeningEffect	False	False	Extinction	You die as soon as the effect expires.$BRExtinction cannot be removed.	Icon_Status.delaydamage_Tex
457001	Buff	False	False	Not supposed to be shown	Not supposed to be shown	Icon_Status.FireDamage_Tex
457002	Buff	True	True	Firestone	The stone giant is on fire. Targets within 21m gain "Heat."	Icon_Status.FireDamage_Tex
457003	Buff	True	True	Firestone	The stone giant is on fire. Targets within 3m gain "Heat."	Icon_Status.FireDamage_Tex
457004	Stun	True	False	Heat	The flames around the stone giant produce a blistering heat.	Icon_Status.FireDamage_Tex
457005	Stun	True	False	Withering Fire	The extreme heat from the lava is causing your body to burn.	Icon_Status.FireDamage_Tex
457006	Buff	True	False	Fireflower	Standing near this fireflower created by Akeron grants you the "Heat" abnormality. Until Heat ends, a powerful attack spreads.	Icon_Skills.selfbuff_Tex
457007	Stun	True	True	Not supposed to be shown	Not supposed to be shown(If shown, BTS)	Icon_Skills.selfbuff_Tex
457008	Stun	True	False	Not supposed to be shown	Not supposed to be shown(If shown, BTS)	Icon_Skills.selfbuff_Tex
457009	WeakeningEffect	False	False	Extinction	Tooltip for this abnormality will not appear (isShow=Fals) If this tooltip is shown, then BTS	Icon_Status.delaydamage_Tex
457010	Buff	False	False	Lifting the Character Up In the Air	Tooltip for this abnormality will not appear (isShow=Fals) If this tooltip is shown, then BTS	Icon_Skills.GodBreath_Tex
457011	Buff	True	False	Impact from the Explosion	Chance of knockdown when multiple impacts overlap.	Icon_Skills.selfbuff_Tex
457012	WeakeningEffect	True	False	BAM-BAM-BAM!	Knocked out from taking too many powerful blows in rapid succession.	Icon_Status.minuscriticalresist_Tex
457013	WeakeningEffect	False	False	Super-Cool-Awesome Sealed Sword	This Sealed Sword just keep healing HP by itself	Icon_Status.minuscriticalresist_Tex
457014	DamageOverTime	True	False	Not supposed to be shown	If you can see this, register BTS.	Icon_Status.minuscriticalresist_Tex
457015	Buff	True	False	Absorption	The Pyrovore is absorbing moisture from the air around it.	Icon_Skills.paralysistrap_Tex
457016	Buff	True	True	Hardened	Lying on the cooling vent hardens the Pyrovore's hide, increasing its Endurance by $H_W_GOOD$value$COLOR_END.	Icon_Status.DimensionGuard_Tex
457017	WeakeningEffect	True	True	Aegis of Akeron	Akeron's shield prevents all damage, but the stone giant can only step on you.	Icon_Skills.manashield_Tex
457018	Stun	True	False	Weapon Melt	Your gear is beginning to melt from the stone giant's extreme heat.	Icon_Status.balancedown_Tex
457019	Stun	True	True	Akeron's Command	Akeron has put his mark on you. His minions will focus their attacks on you.	Icon_Status.plusattack_Tex
457020	Buff	False	False	Stay Focused!	Stay focused!	Icon_Status.minuscriticalresist_Tex
457021	Buff	False	False	Not supposed to be shown	If you can see this, register BTS.	Icon_Status.minuscriticalresist_Tex
457022	Buff	True	False	The Order from Akeron	Currently feeling empty-headed. Take this opportunity and strike.	Icon_Status.DiffusionAbnormality_Tex
457023	Buff	False	False	Stay Focused!	Stay focused!	Icon_Status.minuscriticalresist_Tex
457024	Buff	False	False	If you can see this, register BTS.	If you can see this, register BTS.	Icon_Skills.selfbuff_Tex
457025	DamageOverTime	False	True	Not supposed to be shown	If you can see this, register BTS.	
457026	DamageOverTime	False	False	Not supposed to be shown	If you can see this, register BTS.	
457027	Buff	False	False	Not supposed to be shown	If you can see this, register BTS.	
457028	WeakeningEffect	True	False	Deep Breaths	While you catch your breath, your reaction resistance decreases drastically.	Icon_Status.DarkRiftAreaRage_Tex
457029	Stun	True	True	Akeron's Corrosion	Akeron causes the sword to corrode.	Icon_Skills.selfbuff_Tex
457030	Buff	True	True	Akeron's Blessed Form	Akeron's Blessing increases Endurance by $H_W_GOOD$value$COLOR_END.	Icon_Status.plusedefence_Tex
457031	Stun	True	True	Akeron's Corrosion	Akeron causes the sword to corrode.	Icon_Skills.selfbuff_Tex
457032	Stun	True	True	Akeron's Corrosion	Akeron causes the sword to corrode.	Icon_Skills.selfbuff_Tex
457033	Stun	True	True	Akeron's Corrosion	Akeron causes the sword to corrode.	Icon_Skills.selfbuff_Tex
457034	Buff	True	True	Akeron's Blessed Form	Akeron's Blessing increases Endurance by $H_W_GOOD$value$COLOR_END.	Icon_Status.plusedefence_Tex
457035	Buff	True	True	Akeron's Blessing-Hardened Body	Akeron's Blessing increases Endurance by $H_W_GOOD$value$COLOR_END.	Icon_Status.plusedefence_Tex
457036	Buff	True	True	Akeron's Blessing-Hardened Body	Akeron's Blessing increases Endurance by $H_W_GOOD$value$COLOR_END.	Icon_Status.plusedefence_Tex
457037	Buff	True	True	Akeron's Blessing-Hardened Body	Akeron's Blessing increases Endurance by $H_W_GOOD$value$COLOR_END.	Icon_Status.plusedefence_Tex
457038	Buff	True	False	Priestess' Blessing	Increases Attack Power by $H_W_GOOD$value$COLOR_END.	Icon_Status.pluswill_Tex
457039	Buff	True	False	Blessing of Godbinder	Attack Power increases by $H_W_GOOD$value$COLOR_END.	
457040	Buff	True	False	Blessing of Godbinder	Attack Power increases by $H_W_GOOD$value$COLOR_END.	
457041	Buff	True	False	Blessing of Godbinder	Attack Power increases by $H_W_GOOD$value$COLOR_END.	
457042	Buff	True	False	Power of Godbinder	Attack Power increases by $H_W_GOOD$value$COLOR_END.	Icon_Status.confusestatusNPC_Tex
457043	Buff	True	False	The Lion Spirit	Take The Lion Spirit to Divine Sword - Godbinder.	Icon_Status.Holybless_Tex
457044	Buff	False	False	Extinction	No debuff tooltip display (isShow=False). If this tooltip displays, BTS is required! 	Icon_Status.delaydamage_Tex
457045	Buff	True	False	Big Picture	Giving orders makes you more likely to get stunned.	Icon_Status.DarkRiftWill_Tex
457046	Stun	True	False	Slumbering	Deep in slumber...but awakes if attacked.	Icon_Skills.sleepwind_Tex
457047	Buff	False	True			
457048	Buff	False	True			
457049	Stun	True	False	Pitch-Black Darkness	Your movement keys are reversed.	Icon_Status.confusestatusPC_Tex
457050	Buff	True	True	Akeron's Blessed Form	Akeron's Blessing increases Endurance by $H_W_GOOD$value$COLOR_END.	Icon_Status.plusedefence_Tex
457051	Buff	True	False	Priestess' Swift Blessing	The Priestess's Blessing increases attack speed by $H_W_GOOD10%$COLOR_END.	Icon_Status.cruel_slayer_3_Tex
457052	Buff	True	True	Hand of Akeron	Disrupt Akeron's protection, or Darthuma will soon grow stronger. 	Icon_Skills.manashield_Tex
457053	Buff	True	False	Akeron's Blessing	Became enraged by receiving Akeron's Blessing.	Icon_Status.DarkRiftGravity_Tex
457054	Stun	True	False	Bleeding	HP will continually decrease.	Icon_Status.BloodUanty_Tex
457055	Buff	False	False	Not supposed to be shown	Not supposed to be shown	Icon_Status.DarkRiftGravity_Tex
457056	WeakeningEffect	False	False	Extinction	Abnormality Tooltip Not Supposed To Be Shown (isShow=False) If this Tooltip is Shown Register it as BTS	Icon_Status.delaydamage_Tex
460001	WeakeningEffect	True	False	Suicidal Target	Targeted by suicide soldiers.	Icon_Skills.Markingofarcher_Tex
460002	Buff	False	False	Display Character	BTS	Icon_Skills.GodBreath_Tex
460003	WeakeningEffect	True	False	Electrical Overload	Victim of Kalivan's electrical energy. Beware of overload—and avoid water!	Icon_Skills.ExcessElectron_Tex
460004	Stun	False	False	Electric Shock	You are electrocuted! You are unable to control your body due to shock.	Icon_Skills.ElectricShock_Tex
460005	Stun	True	False	Electric Shock	You are electrocuted! You are unable to control your body due to shock.	Icon_Skills.ElectricShock2_Tex
460006	DamageOverTime	True	False	Electric Shock Overload	HP decreases steadily due to Kalivan's electrical energy.	Icon_Status.FullelectricEffect_Tex
460007	WeakeningEffect	False	False	Kalivan Target	Kalivan is charging at you! Dodge quickly!	Icon_Skills.Markingofarcher_Tex
460008	WeakeningEffect	False	False	Delete the Delete Power of Lightning	BTS	Icon_Skills.ElectricShock_Tex
460009	Stun	True	False	Lightning Panic	You are too terrified to move. You could die if no one helps you.	Icon_Status.ElectricCharge1_Tex
460010	Buff	False	False	Safezone	Safezone Effect	Icon_Skills.ExcessElectron_Tex
460011	Buff	True	False	Slip-Sliding	Doubles Movement Speed.	Icon_Skills.kumas_frontjump_Tex
460012	WeakeningEffect	False	False	Delete the Internally Clashing Power of Lightning	BTS	Icon_Status.FullelectricEffect_Tex
460013	WeakeningEffect	False	False	Alarm Effect	BTS	Icon_Status.FullelectricEffect_Tex
460015	WeakeningEffect	False	True	Water Pad Effect	BTS	Icon_Status.FullelectricEffect_Tex
460016	WeakeningEffect	True	False	Energy Burst	An energy burst made the monster stronger...but reduced its Movement Speed.	Icon_Status.FireDamage_Tex
460017	WeakeningEffect	False	True	Weakened	Reduces resistance to stun.	Icon_Status.Holybless_Tex
